query_id,category,query,rank,passage_id,source_path,heading,text_snippet,expected_source_paths,pre_labeled_relevant,relevant
nl-18,natural-language,how do I handle multiple authentication schemes together,3,0689de50a5e2f99d68daa3970173c47188924d81bbd526c383c84f81756d143e,tutorial/security/index.md#openapi,Security,"* `apiKey`: an application specific key that can come from:     * A query parameter.     * A header.     * A cookie. * `http`: standard HTTP authentication systems, including:     * `bearer`: a header `Authorization` with a value of `Bearer ` plus a token. This is inherited from OAuth2.     * HTTP B",advanced/security/oauth2-scopes.md,,
nl-18,natural-language,how do I handle multiple authentication schemes together,4,1e9db69ddb3f0598eb94e8fee7bc596f0aacf97edfa3946615874abb2cf3f9ed,tutorial/background-tasks.md#dependency-injection,Background Tasks,"Using `BackgroundTasks` also works with the dependency injection system, you can declare a parameter of type `BackgroundTasks` at multiple levels: in a *path operation function*, in a dependency (dependable), in a sub-dependency, etc.  **FastAPI** knows what to do in each case and how to reuse the s",advanced/security/oauth2-scopes.md,,
nl-18,natural-language,how do I handle multiple authentication schemes together,5,170cbf40cea376f059705bbb196d7c779895724b91a83aa99f4cb14faad1aca8,tutorial/security/index.md#fastapi-utilities,Security,FastAPI provides several tools for each of these security schemes in the `fastapi.security` module that simplify using these security mechanisms.  In the next chapters you will see how to add security to your API using those tools provided by **FastAPI**.  And you will also see how it gets automatic,advanced/security/oauth2-scopes.md,,
nl-19,natural-language,how do I set a cookie in a response,1,d1dd51aa6a43af37346cdaf24ed747da09f42e0011ca9db88684a2d7522e5e0d,advanced/response-change-status-code.md#use-a-response-parameter,Response - Change Status Code,"You can declare a parameter of type `Response` in your *path operation function* (as you can do for cookies and headers).  And then you can set the `status_code` in that *temporal* response object.  {* ../../docs_src/response_change_status_code/tutorial001.py hl[1,9,12] *}  And then you can return a",advanced/response-cookies.md,,
nl-19,natural-language,how do I set a cookie in a response,2,e09b758f01ac7ed33e3b99517c50092e951dcd9337c59a105839bbda6220e9cb,advanced/response-headers.md#use-a-response-parameter,Response Headers,"You can declare a parameter of type `Response` in your *path operation function* (as you can do for cookies).  And then you can set headers in that *temporal* response object.  {* ../../docs_src/response_headers/tutorial002.py hl[1, 7:8] *}  And then you can return any object you need, as you normal",advanced/response-cookies.md,,
nl-19,natural-language,how do I set a cookie in a response,3,3d286d7e2470c8ec3422cde9f8c38b303a4bf193f28af209c98d2ab1b47126a6,alternatives.md#a-href-https-github-com-hugapi-hug-class-external-link-target-blank-hug-a,"Alternatives, Inspiration and Comparisons","Hug inspired parts of APIStar, and was one of the tools I found most promising, alongside APIStar.  Hug helped inspiring **FastAPI** to use Python type hints to declare parameters, and to generate a schema defining the API automatically.  Hug inspired **FastAPI** to declare a `response` parameter in",advanced/response-cookies.md,,
nl-19,natural-language,how do I set a cookie in a response,4,584505e8a332fd184c59fdf969a272c656c399ad29cbaff9012d5ad416d55ca5,tutorial/cookie-param-models.md#forbid-extra-cookies,Cookie Parameter Models,"In some special use cases (probably not very common), you might want to **restrict** the cookies that you want to receive.  Your API now has the power to control its own <abbr title=""This is a joke, just in case. It has nothing to do with cookie consents, but it's funny that even the API can now rej",advanced/response-cookies.md,,
nl-19,natural-language,how do I set a cookie in a response,5,21bee9e3e04ccedb43a289f946341d2a4b424a1f239097d6d902837b122b28b1,advanced/response-cookies.md#return-a-response-directly,Response Cookies,"You can also create cookies when returning a `Response` directly in your code.  To do that, you can create a response as described in [Return a Response Directly](response-directly.md){.internal-link target=_blank}.  Then set Cookies in it, and then return it:  {* ../../docs_src/response_cookies/tut",advanced/response-cookies.md,1,1
nl-20,natural-language,how do I deploy FastAPI behind a reverse proxy with a path prefix,1,63050854fa96f9e60080351f1fc2ab1ea5cfebb0531c2903b1aabbb1a5e290cf,advanced/behind-a-proxy.md#check-the-responses,Behind a Proxy,That demonstrates how the Proxy (Traefik) uses the path prefix and how the server (Uvicorn) uses the `root_path` from the option `--root-path`.,advanced/behind-a-proxy.md,1,1
nl-20,natural-language,how do I deploy FastAPI behind a reverse proxy with a path prefix,2,c3e06cbd33651bbabd61f5fbbed8be367a1d6e112bc3cfecb1ebe9e4182e25ec,advanced/behind-a-proxy.md#about-proxies-with-a-stripped-path-prefix,Behind a Proxy,"Keep in mind that a proxy with stripped path prefix is only one of the ways to configure it.  Probably in many cases the default will be that the proxy doesn't have a stripped path prefix.  In a case like that (without a stripped path prefix), the proxy would listen on something like `https://myawes",advanced/behind-a-proxy.md,1,1
nl-20,natural-language,how do I deploy FastAPI behind a reverse proxy with a path prefix,3,6294e4ab9e2aefb28932a42b7bb3967765c31e35fa046f8809abc2d4b91e2e13,advanced/behind-a-proxy.md#proxy-with-a-stripped-path-prefix,Behind a Proxy,"Because we have a proxy with a path prefix of `/api/v1` for our app, the frontend needs to fetch the OpenAPI schema at `/api/v1/openapi.json`.  ```mermaid graph LR  browser(""Browser"") proxy[""Proxy on http://0.0.0.0:9999/api/v1/app""] server[""Server on http://127.0.0.1:8000/app""]  browser --> proxy pr",advanced/behind-a-proxy.md,1,1
nl-20,natural-language,how do I deploy FastAPI behind a reverse proxy with a path prefix,4,85d3234c2760888a079dc01e69392a8633e20b29f12341cdeb752fd76adaf1c5,advanced/behind-a-proxy.md#setting-the-root-path-in-the-fastapi-app,Behind a Proxy,"Alternatively, if you don't have a way to provide a command line option like `--root-path` or equivalent, you can set the `root_path` parameter when creating your FastAPI app:  {* ../../docs_src/behind_a_proxy/tutorial002.py hl[3] *}  Passing the `root_path` to `FastAPI` would be the equivalent of p",advanced/behind-a-proxy.md,1,1
nl-20,natural-language,how do I deploy FastAPI behind a reverse proxy with a path prefix,5,7ee6b4f66a455b3394976f471d3942b4499581113f8c5602de9ee49c57456276,advanced/behind-a-proxy.md#proxy-with-a-stripped-path-prefix,Behind a Proxy,"Having a proxy with a stripped path prefix, in this case, means that you could declare a path at `/app` in your code, but then, you add a layer on top (the proxy) that would put your **FastAPI** application under a path like `/api/v1`.  In this case, the original path `/app` would actually be served",advanced/behind-a-proxy.md,1,1
api-01,technical-token,BackgroundTasks,1,876764e5085ecd9ce53615f065b7b609d8a5f63c1695151f26eb3e8da0416499,tutorial/background-tasks.md#using-backgroundtasks,Background Tasks,"First, import `BackgroundTasks` and define a parameter in your *path operation function* with a type declaration of `BackgroundTasks`:  {* ../../docs_src/background_tasks/tutorial001.py hl[1,13] *}  **FastAPI** will create the object of type `BackgroundTasks` for you and pass it as that parameter.",tutorial/background-tasks.md,1,1
api-01,technical-token,BackgroundTasks,2,135e2c5b6d86dcebfd1a34a183589a9d4ee255627be783428794ccbbb9c71235,reference/background.md#background-tasks-backgroundtasks,Background Tasks - `BackgroundTasks`,"You can declare a parameter in a *path operation function* or dependency function with the type `BackgroundTasks`, and then you can use it to schedule the execution of background tasks after the response is sent.  You can import it directly from `fastapi`:  ```python from fastapi import BackgroundTa",tutorial/background-tasks.md,1,1
api-01,technical-token,BackgroundTasks,3,46a139928b95ed8c72b69a5d012c3669fef391bb8325f9c9e18445ba03839452,tutorial/background-tasks.md#recap,Background Tasks,Import and use `BackgroundTasks` with parameters in *path operation functions* and dependencies to add background tasks.,tutorial/background-tasks.md,1,1
api-01,technical-token,BackgroundTasks,4,39d5109cbfaf3ddcbfc8702e7d6435294535a4aa6578707c95457100b923f5ac,release-notes.md#features,Release Notes,"* ✨ Add reference (code API) docs with PEP 727, add subclass with custom docstrings for `BackgroundTasks`, refactor docs structure. PR [#10392](https://github.com/tiangolo/fastapi/pull/10392) by [@tiangolo](https://github.com/tiangolo). New docs at [FastAPI Reference - Code API](https://fastapi.tian",tutorial/background-tasks.md,,
api-01,technical-token,BackgroundTasks,5,424a4ac085f0eb6f07e6e99637d364c6081357ae1784216a756eee265876134d,tutorial/background-tasks.md#technical-details,Background Tasks,"The class `BackgroundTasks` comes directly from <a href=""https://www.starlette.io/background/"" class=""external-link"" target=""_blank"">`starlette.background`</a>.  It is imported/included directly into FastAPI so that you can import it from `fastapi` and avoid accidentally importing the alternative `B",tutorial/background-tasks.md,1,1
api-02,technical-token,Depends,1,43d7afa814dcf8ea46622c803ffcc66e7ddead33810d1f35041d83faa0c3d210,reference/dependencies.md#depends,Dependencies - `Depends()` and `Security()`,Dependencies are handled mainly with the special function `Depends()` that takes a callable.  Here is the reference for it and its parameters.  You can import it directly from `fastapi`:  ```python from fastapi import Depends ```  ::: fastapi.Depends,tutorial/dependencies/index.md,,
api-02,technical-token,Depends,2,b49a2861ce830e88c8f44e15110058435da62bf42623280148620bea33133324,advanced/security/oauth2-scopes.md#declare-scopes-in-path-operations-and-dependencies,OAuth2 scopes,"`Security` is actually a subclass of `Depends`, and it has just one extra parameter that we'll see later.  But by using `Security` instead of `Depends`, **FastAPI** will know that it can declare security scopes, use them internally, and document the API with OpenAPI.  But when you import `Query`, `P",tutorial/dependencies/index.md,,
api-02,technical-token,Depends,3,7c2ce0c83a93584764bec7616510b53423e4097c16df65baefb93d8bc59ab3ba,tutorial/dependencies/index.md#import-depends,Dependencies,{* ../../docs_src/dependencies/tutorial001_an_py310.py hl[3] *},tutorial/dependencies/index.md,1,1
api-02,technical-token,Depends,4,b810ba2e0c9cf089fd150dcda22e86e3e2453fcc5f0bca46c7da2eddb4e5cdc6,index.md#dependencies,FastAPI,FastAPI depends on Pydantic and Starlette.,tutorial/dependencies/index.md,,
api-02,technical-token,Depends,5,92aa2a258fc3ef24e05f7da15786512c5ce94d3bce4ede6a7d0c50aa37161cac,release-notes.md#fixes,Release Notes,* 🐛 Fix parameterless `Depends()` with generics. PR [#9479](https://github.com/tiangolo/fastapi/pull/9479) by [@nzig](https://github.com/nzig).,tutorial/dependencies/index.md,,
api-03,technical-token,HTTPException,1,3b6cd73e4e2397dc6b77d696b3cb9e56b03f58d284bd580c7f22ce37b7c6432d,tutorial/handling-errors.md#import-httpexception,Handling Errors,{* ../../docs_src/handling_errors/tutorial001.py hl[1] *},tutorial/handling-errors.md,1,1
api-03,technical-token,HTTPException,2,1f4b462765890dbb9e14dfe0d354a0ea79aae93f44b6e3d1d960ace086c528db,tutorial/handling-errors.md#fastapi-s-httpexception-vs-starlette-s-httpexception,Handling Errors,"**FastAPI** has its own `HTTPException`.  And **FastAPI**'s `HTTPException` error class inherits from Starlette's `HTTPException` error class.  The only difference is that **FastAPI**'s `HTTPException` accepts any JSON-able data for the `detail` field, while Starlette's `HTTPException` only accepts ",tutorial/handling-errors.md,1,1
api-03,technical-token,HTTPException,3,7b4aed9945870fb37787ce1b0ffebb8d8a957b94af42c584327facda7bb5b73d,tutorial/handling-errors.md#raise-an-httpexception-in-your-code,Handling Errors,"`HTTPException` is a normal Python exception with additional data relevant for APIs.  Because it's a Python exception, you don't `return` it, you `raise` it.  This also means that if you are inside a utility function that you are calling inside of your *path operation function*, and you raise the `H",tutorial/handling-errors.md,1,1
api-03,technical-token,HTTPException,4,d5d434fc83bddcbc0e60fe23c5d8ce4e2457da2050edb6615395e8eed10da091,tutorial/dependencies/dependencies-with-yield.md#dependencies-with-yield-and-httpexception,Dependencies with yield,"You saw that you can use dependencies with `yield` and have `try` blocks that catch exceptions.  The same way, you could raise an `HTTPException` or similar in the exit code, after the `yield`.  /// tip  This is a somewhat advanced technique, and in most of the cases you won't really need it, as you",tutorial/handling-errors.md,,
api-03,technical-token,HTTPException,5,ec215972bdefd05ca837e87c03ef8c4d8c01698b58692d3015c4f3ca9aa87235,reference/exceptions.md#exceptions-httpexception-and-websocketexception,Exceptions - `HTTPException` and `WebSocketException`,"These are the exceptions that you can raise to show errors to the client.  When you raise an exception, as would happen with normal Python, the rest of the execution is aborted. This way you can raise these exceptions from anywhere in the code to abort a request and show the error to the client.  Yo",tutorial/handling-errors.md,,
api-04,technical-token,response_model_exclude_unset,1,7de594eac507b190dcc30239e7189c4fca74c63fbea2116a238e5e8e326a48ad,tutorial/response-model.md#use-the-response-model-exclude-unset-parameter,Response Model - Return Type,"as described in <a href=""https://docs.pydantic.dev/1.10/usage/exporting_models/#modeldict"" class=""external-link"" target=""_blank"">the Pydantic docs</a> for `exclude_defaults` and `exclude_none`.  ///",tutorial/response-model.md,1,1
api-04,technical-token,response_model_exclude_unset,2,4459734c6ac8c1a8354b7a75eb2a59682f1fd5525412d46b903ad7c75e30fc64,tutorial/response-model.md#recap,Response Model - Return Type,Use the *path operation decorator's* parameter `response_model` to define response models and especially to ensure private data is filtered out.  Use `response_model_exclude_unset` to return only the values explicitly set.,tutorial/response-model.md,1,1
api-04,technical-token,response_model_exclude_unset,3,bc3306f0c02b39cbe98a8d7062c3e74179c94128bb72ebadb040bd817c4d2611,tutorial/response-model.md#data-with-values-for-fields-with-defaults,Response Model - Return Type,"But if your data has values for the model's fields with default values, like the item with ID `bar`:  ```Python hl_lines=""3  5"" {     ""name"": ""Bar"",     ""description"": ""The bartenders"",     ""price"": 62,     ""tax"": 20.2 } ```  they will be included in the response.",tutorial/response-model.md,1,1
api-04,technical-token,response_model_exclude_unset,4,35040cf8a0d7bb33756d75c967d7404ffef57f6e37b599ccd20c4c4b85b94089,release-notes.md#breaking-changes,Release Notes,* Require Pydantic > `1.0.0`.     * Remove support for deprecated Pydantic `0.32.2`. This improves maintainability and allows new features.     * In `FastAPI` and `APIRouter`:         * Remove *path operation decorators* related/deprecated parameter `response_model_skip_defaults` (use `response_mode,tutorial/response-model.md,,
api-04,technical-token,response_model_exclude_unset,5,f86bc7e566ff21d3cad985746650ff4807dcd5234ad306f6a8f9df0d4cfb8cf7,tutorial/response-model.md#data-with-the-same-values-as-the-defaults,Response Model - Return Type,"If the data has the same values as the default ones, like the item with ID `baz`:  ```Python hl_lines=""3  5-6"" {     ""name"": ""Baz"",     ""description"": None,     ""price"": 50.2,     ""tax"": 10.5,     ""tags"": [] } ```  FastAPI is smart enough (actually, Pydantic is smart enough) to realize that, even th",tutorial/response-model.md,1,1
api-05,technical-token,CORSMiddleware,1,a84de7392fff2acd2ddfd5d531e513d4665baadc7f3ecd0a4048a4627a608a84,tutorial/cors.md#use-corsmiddleware,CORS (Cross-Origin Resource Sharing),The middleware responds to two particular types of HTTP request...,tutorial/cors.md,1,1
api-05,technical-token,CORSMiddleware,2,11beef8754a71de61415779c340b7bc2cc1899b9875a5966334c2b05b613a36c,tutorial/cors.md#simple-requests,CORS (Cross-Origin Resource Sharing),"Any request with an `Origin` header. In this case the middleware will pass the request through as normal, but will include appropriate CORS headers on the response.",tutorial/cors.md,1,1
api-05,technical-token,CORSMiddleware,3,8a07c04520d785621a6438e14b921359c18c2a918ba6b5dc9e34b573e5f5027c,tutorial/cors.md#cors-preflight-requests,CORS (Cross-Origin Resource Sharing),"These are any `OPTIONS` request with `Origin` and `Access-Control-Request-Method` headers.  In this case the middleware will intercept the incoming request and respond with appropriate CORS headers, and either a `200` or `400` response for informational purposes.",tutorial/cors.md,1,1
api-05,technical-token,CORSMiddleware,4,2eb6880c424286919d93475361966d2dd3cc1554260d926815f0a6ca0b667009,tutorial/cors.md#use-corsmiddleware,CORS (Cross-Origin Resource Sharing),"You can configure it in your **FastAPI** application using the `CORSMiddleware`.  * Import `CORSMiddleware`. * Create a list of allowed origins (as strings). * Add it as a ""middleware"" to your **FastAPI** application.  You can also specify whether your backend allows:  * Credentials (Authorization h",tutorial/cors.md,1,1
api-05,technical-token,CORSMiddleware,5,558b1b0d8576021e244b302ac0feb5db4750ba4767e8b53d05bb262aac91131e,reference/middleware.md#middleware,Middleware,There are several middlewares available provided by Starlette directly.  Read more about them in the [FastAPI docs for Middleware](https://fastapi.tiangolo.com/advanced/middleware/).  ::: fastapi.middleware.cors.CORSMiddleware  It can be imported from `fastapi`:  ```python from fastapi.middleware.co,tutorial/cors.md,,
api-06,technical-token,lifespan,1,dcb97bde457dcc69b96f354095eaeb8210402959ff7b0a4921fdbfad0c6dad27,advanced/events.md#technical-details,Lifespan Events,"Just a technical detail for the curious nerds. 🤓  Underneath, in the ASGI technical specification, this is part of the <a href=""https://asgi.readthedocs.io/en/latest/specs/lifespan.html"" class=""external-link"" target=""_blank"">Lifespan Protocol</a>, and it defines events called `startup` and `shutdown",advanced/events.md,1,1
api-06,technical-token,lifespan,2,07facbebce7e25b3d38a17a51a29a288bc2c88182b3a1b77993ac5b674e24daa,advanced/events.md#sub-applications,Lifespan Events,"🚨 Keep in mind that these lifespan events (startup and shutdown) will only be executed for the main application, not for [Sub Applications - Mounts](sub-applications.md){.internal-link target=_blank}.",advanced/events.md,1,1
api-06,technical-token,lifespan,3,c171cf1bafe8292526bf5a98e91543dd78c0d05e57812a2cf92df2bd596e6619,advanced/events.md#lifespan-function,Lifespan Events,"The first thing to notice, is that we are defining an async function with `yield`. This is very similar to Dependencies with `yield`.  {* ../../docs_src/events/tutorial003.py hl[14:19] *}  The first part of the function, before the `yield`, will be executed **before** the application starts.  And th",advanced/events.md,1,1
api-06,technical-token,lifespan,4,200eaf12fa5863cd2b4910ad591080278cb64b2876457ca6f0bf9ed44ee30c37,advanced/events.md#alternative-events-deprecated,Lifespan Events,"/// warning  The recommended way to handle the *startup* and *shutdown* is using the `lifespan` parameter of the `FastAPI` app as described above. If you provide a `lifespan` parameter, `startup` and `shutdown` event handlers will no longer be called. It's all `lifespan` or all events, not both.  Yo",advanced/events.md,1,1
api-06,technical-token,lifespan,5,e99010c576d6b5f5987a940c4ad4840e386186c79970e44c035655e98cd09aaf,release-notes.md#fixes,Release Notes,"* 🎨 Fix types for lifespan, upgrade Starlette to 0.26.1. PR [#9245](https://github.com/tiangolo/fastapi/pull/9245) by [@tiangolo](https://github.com/tiangolo).",advanced/events.md,,
api-07,technical-token,APIRouter,1,a4ddeaa71d7796f79ae391725634d64fe892e8299de8fac2fa804d7f927202c7,tutorial/bigger-applications.md#include-an-apirouter-in-another,Bigger Applications - Multiple Files,"The same way you can include an `APIRouter` in a `FastAPI` application, you can include an `APIRouter` in another `APIRouter` using:  ```Python router.include_router(other_router) ```  Make sure you do it before including `router` in the `FastAPI` app, so that the *path operations* from `other_route",tutorial/bigger-applications.md,1,1
api-07,technical-token,APIRouter,2,95dbea318df7e1df23576c2e9b89e836dd5e9fab2b9105b5efdfca78c82c25f3,reference/apirouter.md#apirouter-class,`APIRouter` class,"Here's the reference information for the `APIRouter` class, with all its parameters, attributes and methods.  You can import the `APIRouter` class directly from `fastapi`:  ```python from fastapi import APIRouter ```  ::: fastapi.APIRouter     options:         members:             - websocket       ",tutorial/bigger-applications.md,,
api-07,technical-token,APIRouter,3,7214120a35ae7529b20ff661e3b08c7f6dad5c525319f09230722b7c68de60ad,advanced/openapi-callbacks.md#create-a-callback-apirouter,OpenAPI Callbacks,"First create a new `APIRouter` that will contain one or more callbacks.  {* ../../docs_src/openapi_callbacks/tutorial001.py hl[3,25] *}",tutorial/bigger-applications.md,,
api-07,technical-token,APIRouter,4,217c39e0dbab24530c45250b2ae814a5ddbe0fb65709bb5667609a6c16336fa6,tutorial/bigger-applications.md#import-apirouter,Bigger Applications - Multiple Files,"You import it and create an ""instance"" the same way you would with the class `FastAPI`:  ```Python hl_lines=""1  3"" title=""app/routers/users.py"" {!../../docs_src/bigger_applications/app/routers/users.py!} ```",tutorial/bigger-applications.md,1,1
api-07,technical-token,APIRouter,5,d13b6fc95fc43144c781502f0eceb0a25ea0aa18fee5efddd25fbc45226b6e0d,tutorial/bigger-applications.md#path-operations-with-apirouter,Bigger Applications - Multiple Files,"And then you use it to declare your *path operations*.  Use it the same way you would use the `FastAPI` class:  ```Python hl_lines=""6  11  16"" title=""app/routers/users.py"" {!../../docs_src/bigger_applications/app/routers/users.py!} ```  You can think of `APIRouter` as a ""mini `FastAPI`"" class.  All ",tutorial/bigger-applications.md,1,1
api-08,technical-token,StreamingResponse,1,3e287f2336edc61b54a1573f1bde88a7086b3f3ecd2cec372790b9a453f8e166,advanced/custom-response.md#using-streamingresponse-with-file-like-objects,"Custom Response - HTML, Stream, File, others","Notice that here as we are using standard `open()` that doesn't support `async` and `await`, we declare the path operation with normal `def`.  ///",advanced/custom-response.md,1,1
api-08,technical-token,StreamingResponse,2,4538fa9c213b7126af752541e916aeb9028ccb461e6049a86f182cec1794a0f7,advanced/custom-response.md#streamingresponse,"Custom Response - HTML, Stream, File, others","Takes an async generator or a normal generator/iterator and streams the response body.  {* ../../docs_src/custom_response/tutorial007.py hl[2,14] *}",advanced/custom-response.md,1,1
api-08,technical-token,StreamingResponse,3,37f76b291243d1e908549fc7cd538a47fc6c16c8373395066819552a7d4b6989,advanced/custom-response.md#using-streamingresponse-with-file-like-objects,"Custom Response - HTML, Stream, File, others","If you have a file-like object (e.g. the object returned by `open()`), you can create a generator function to iterate over that file-like object.  That way, you don't have to read it all first in memory, and you can pass that generator function to the `StreamingResponse`, and return it.  This includ",advanced/custom-response.md,1,1
api-08,technical-token,StreamingResponse,4,1d451e04823d2e19f56e9e7e07f18462ea9b44cbddb45e57a245f3aaf42997ef,reference/responses.md#custom-response-classes-file-html-redirect-streaming-etc,"Custom Response Classes - File, HTML, Redirect, Streaming, etc.","There are several custom response classes you can use to create an instance and return them directly from your *path operations*.  Read more about it in the [FastAPI docs for Custom Response - HTML, Stream, File, others](https://fastapi.tiangolo.com/advanced/custom-response/).  You can import them d",advanced/custom-response.md,1,1
api-09,technical-token,OAuth2PasswordBearer,1,7e0a6d4be93f23c64cc55773466e1f928c63ec3c853c54f07dee933b832b81bf,tutorial/security/first-steps.md#fastapi-s-oauth2passwordbearer,Security - First Steps,"The `oauth2_scheme` variable is an instance of `OAuth2PasswordBearer`, but it is also a ""callable"".  It could be called as:  ```Python oauth2_scheme(some, parameters) ```  So, it can be used with `Depends`.",tutorial/security/oauth2-jwt.md,,
api-09,technical-token,OAuth2PasswordBearer,2,be9b40b19c40eb79a4429b9c35932d737b81f20b9b19801ceace49d513660d22,tutorial/security/first-steps.md#fastapi-s-oauth2passwordbearer,Security - First Steps,"**FastAPI** provides several tools, at different levels of abstraction, to implement these security features.  In this example we are going to use **OAuth2**, with the **Password** flow, using a **Bearer** token. We do that using the `OAuth2PasswordBearer` class.  /// info  A ""bearer"" token is not t",tutorial/security/oauth2-jwt.md,,
api-09,technical-token,OAuth2PasswordBearer,3,11a89e2f723cada8fbbc89927e9612648b82cb5f04ed42b9978a13ee0e6382d5,tutorial/security/first-steps.md#use-it,Security - First Steps,Now you can pass that `oauth2_scheme` in a dependency with `Depends`.  {* ../../docs_src/security/tutorial001_an_py39.py hl[12] *}  This dependency will provide a `str` that is assigned to the parameter `token` of the *path operation function*.  **FastAPI** will know that it can use this dependency ,tutorial/security/oauth2-jwt.md,,
api-09,technical-token,OAuth2PasswordBearer,4,7335b43eb146131be4ab2bba310412cfc42eccf47c9869eb4bf9525b3fdc3edc,reference/security/index.md#security-tools,Security Tools,"When you need to declare dependencies with OAuth2 scopes you use `Security()`.  But you still need to define what is the dependable, the callable that you pass as a parameter to `Depends()` or `Security()`.  There are multiple tools that you can use to create those dependables, and they get integrat",tutorial/security/oauth2-jwt.md,,
api-09,technical-token,OAuth2PasswordBearer,5,dc81bbfa51ccf65e3a82a41300e4392d252b4f2768eace830c0b038fb1077a7e,tutorial/security/simple-oauth2.md#oauth2passwordrequestform,Simple OAuth2 with Password and Bearer,"First, import `OAuth2PasswordRequestForm`, and use it as a dependency with `Depends` in the *path operation* for `/token`:  {* ../../docs_src/security/tutorial003_an_py310.py hl[4,78] *}  `OAuth2PasswordRequestForm` is a class dependency that declares a form body with:  * The `username`. * The `pass",tutorial/security/oauth2-jwt.md,,
api-10,technical-token,FileResponse,1,a317859c9d974b8b7f9edf7362da071aee457dd01e4bfd2dc3d80ccc9dd89ada,release-notes.md#features,Release Notes,"* ✨ Allow setting the `response_class` to `RedirectResponse` or `FileResponse` and returning the URL from the function. New and updated docs are in the tutorial section **Custom Response - HTML, Stream, File, others**, in [RedirectResponse](https://fastapi.tiangolo.com/advanced/custom-response/#redi",advanced/custom-response.md,,
api-10,technical-token,FileResponse,2,1d451e04823d2e19f56e9e7e07f18462ea9b44cbddb45e57a245f3aaf42997ef,reference/responses.md#custom-response-classes-file-html-redirect-streaming-etc,"Custom Response Classes - File, HTML, Redirect, Streaming, etc.","There are several custom response classes you can use to create an instance and return them directly from your *path operations*.  Read more about it in the [FastAPI docs for Custom Response - HTML, Stream, File, others](https://fastapi.tiangolo.com/advanced/custom-response/).  You can import them d",advanced/custom-response.md,1,1
api-10,technical-token,FileResponse,3,a16bd92b3e60b1926f245d30d31e7028d68d446f31ebeda562a71bab7b7090b1,advanced/custom-response.md#fileresponse,"Custom Response - HTML, Stream, File, others","Asynchronously streams a file as the response.  Takes a different set of arguments to instantiate than the other response types:  * `path` - The file path to the file to stream. * `headers` - Any custom headers to include, as a dictionary. * `media_type` - A string giving the media type. If unset, t",advanced/custom-response.md,1,1
api-10,technical-token,FileResponse,4,4b2c59bf5258ed160e0a2dd810432294df9d2a19562d96b5803b17cc469c2ef0,advanced/additional-responses.md#additional-media-types-for-the-main-response,Additional Responses in OpenAPI,"You can use this same `responses` parameter to add different media types for the same main response.  For example, you can add an additional media type of `image/png`, declaring that your *path operation* can return a JSON object (with media type `application/json`) or a PNG image:  {* ../../docs_sr",advanced/custom-response.md,,
api-11,technical-token,JSONResponse,1,dfaa5be3b9df762998a1dbfcb54f69c7378f9cfb28079912102578bf298d4d8c,release-notes.md#upgrades,Release Notes,* ⬆ Upgrade Starlette from 0.18.0 to 0.19.0. PR [#4488](https://github.com/tiangolo/fastapi/pull/4488) by [@Kludex](https://github.com/Kludex).     * When creating an explicit `JSONResponse` the `content` argument is now required.,advanced/custom-response.md,,
api-11,technical-token,JSONResponse,2,77ebf9155e2d4e8b6f227b4173b319919c516e427960e9cccf14516aa2d814f8,advanced/custom-response.md#jsonresponse,"Custom Response - HTML, Stream, File, others","Takes some data and returns an `application/json` encoded response.  This is the default response used in **FastAPI**, as you read above.",advanced/custom-response.md,1,1
api-11,technical-token,JSONResponse,3,b927f73ad403f7270574938704e3bd889a846ac29e89a90db43403f7d1bf81ec,advanced/response-directly.md#return-a-response-directly,Return a Response Directly,"When you create a **FastAPI** *path operation* you can normally return any data from it: a `dict`, a `list`, a Pydantic model, a database model, etc.  By default, **FastAPI** would automatically convert that return value to JSON using the `jsonable_encoder` explained in [JSON Compatible Encoder](../",advanced/custom-response.md,,
api-11,technical-token,JSONResponse,4,9ac60d25ecb418f09d9a203f9b87673632a082ef1d6a703e4d7070d5b850676e,advanced/additional-status-codes.md#additional-status-codes,Additional Status Codes,"By default, **FastAPI** will return the responses using a `JSONResponse`, putting the content you return from your *path operation* inside of that `JSONResponse`.  It will use the default status code or the one you set in your *path operation*.",advanced/custom-response.md,,
api-11,technical-token,JSONResponse,5,1d451e04823d2e19f56e9e7e07f18462ea9b44cbddb45e57a245f3aaf42997ef,reference/responses.md#custom-response-classes-file-html-redirect-streaming-etc,"Custom Response Classes - File, HTML, Redirect, Streaming, etc.","There are several custom response classes you can use to create an instance and return them directly from your *path operations*.  Read more about it in the [FastAPI docs for Custom Response - HTML, Stream, File, others](https://fastapi.tiangolo.com/advanced/custom-response/).  You can import them d",advanced/custom-response.md,1,1
api-12,technical-token,ORJSONResponse,1,1ba3a9dd41d1349702ea3c5549beba60d3b163ffadc95a3096d8b7e2e6ea6d95,advanced/custom-response.md#use-orjsonresponse,"Custom Response - HTML, Stream, File, others","In this case, the HTTP header `Content-Type` will be set to `application/json`.  And it will be documented as such in OpenAPI.  ///  /// tip  The `ORJSONResponse` is only available in FastAPI, not in Starlette.  ///",advanced/custom-response.md,1,1
